Unit,Module,Question,Question ID,Blank,Choices,Correct Answer
_u2_summarizing_data,x-oli-inline-assessment,Examine each of the variables in the dataset as well as their descriptions above. Identify each variable as either quantitative or categorical. Hospt: _________(A)Treat: _________(B)Outcome: _________(C)Time: _________(D)AcuteT: _________(E)Age: _________(F)Gender: _________(G),8839969635,A,"{'one': 'Quantitative', 'two': 'Categorical'}",Categorical
_u2_summarizing_data,x-oli-inline-assessment,Examine each of the variables in the dataset as well as their descriptions above. Identify each variable as either quantitative or categorical. Hospt: _________(A)Treat: _________(B)Outcome: _________(C)Time: _________(D)AcuteT: _________(E)Age: _________(F)Gender: _________(G),8839969635,B,"{'one': 'Quantitative', 'two': 'Categorical'}",Categorical
_u2_summarizing_data,x-oli-inline-assessment,Examine each of the variables in the dataset as well as their descriptions above. Identify each variable as either quantitative or categorical. Hospt: _________(A)Treat: _________(B)Outcome: _________(C)Time: _________(D)AcuteT: _________(E)Age: _________(F)Gender: _________(G),8839969635,C,"{'one': 'Quantitative', 'two': 'Categorical'}",Categorical
_u2_summarizing_data,x-oli-inline-assessment,Examine each of the variables in the dataset as well as their descriptions above. Identify each variable as either quantitative or categorical. Hospt: _________(A)Treat: _________(B)Outcome: _________(C)Time: _________(D)AcuteT: _________(E)Age: _________(F)Gender: _________(G),8839969635,D,"{'one': 'Quantitative', 'two': 'Categorical'}",Quantitative
_u2_summarizing_data,x-oli-inline-assessment,Examine each of the variables in the dataset as well as their descriptions above. Identify each variable as either quantitative or categorical. Hospt: _________(A)Treat: _________(B)Outcome: _________(C)Time: _________(D)AcuteT: _________(E)Age: _________(F)Gender: _________(G),8839969635,E,"{'one': 'Quantitative', 'two': 'Categorical'}",Quantitative
_u2_summarizing_data,x-oli-inline-assessment,Examine each of the variables in the dataset as well as their descriptions above. Identify each variable as either quantitative or categorical. Hospt: _________(A)Treat: _________(B)Outcome: _________(C)Time: _________(D)AcuteT: _________(E)Age: _________(F)Gender: _________(G),8839969635,F,"{'one': 'Quantitative', 'two': 'Categorical'}",Quantitative
_u2_summarizing_data,x-oli-inline-assessment,Examine each of the variables in the dataset as well as their descriptions above. Identify each variable as either quantitative or categorical. Hospt: _________(A)Treat: _________(B)Outcome: _________(C)Time: _________(D)AcuteT: _________(E)Age: _________(F)Gender: _________(G),8839969635,G,"{'one': 'Quantitative', 'two': 'Categorical'}",Categorical
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,0.03,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaB
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,0.14,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaE
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,0.17,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaH
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,0.19,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaD
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,0.33,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaF
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,0.64,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaA
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,0.67,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaC
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,0.83,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaG
_u4_probability,_m1_finding_probability,Please complete the following table: false,5934889317,1.0,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD', 'dropAreaE': 'dropAreaE', 'dropAreaF': 'dropAreaF', 'dropAreaG': 'dropAreaG', 'dropAreaH': 'dropAreaH', 'dropAreaI': 'dropAreaI'}",dropAreaI
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,A,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.38
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,B,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.57
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,C,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.95
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,D,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.02
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,E,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.03
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,F,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.05
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,G,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.40
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,H,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",0.60
_u4_probability,_m1_finding_probability,Complete the following table: What is the probability that goes in each cell? Bnot BTotal D_________(A)_________(B)_________(C) not D_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),9835300446,I,"{'one': '0.02', 'two': '0.03', 'three': '0.05', 'four': '0.38', 'five': '0.40', 'six': '0.57', 'seven': '0.60', 'eight': '0.95', 'nine': '1.00'}",1.00
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,A,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.53
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,B,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.34
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,C,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.87
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,D,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.03
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,E,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.10
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,F,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.13
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,G,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.56
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,H,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",0.44
_u4_probability,_m1_finding_probability,Complete the following two-way probability table starting with the information displayed in the correct answer to question 1: Gnot GTotal M_________(A)_________(B)_________(C) F_________(D)_________(E)_________(F) Total_________(G)_________(H)_________(I),7966001034,I,"{'one': '0.03', 'two': '0.10', 'three': '0.13', 'four': '0.34', 'five': '0.44', 'six': '0.53', 'seven': '0.56', 'eight': '0.87', 'nine': '1.00'}",1.00
_u4_probability,_m1_finding_probability,A and C _________(A),1249229908,A,"{'one': 'disjoint', 'two': 'not disjoint'}",not disjoint
_u4_probability,_m1_finding_probability,A and D _________(B),1269409657,B,"{'one': 'disjoint', 'two': 'not disjoint'}",disjoint
_u4_probability,_m1_finding_probability,C and D _________(C),1281211376,C,"{'one': 'disjoint', 'two': 'not disjoint'}",not disjoint
_u4_probability,_m1_finding_probability,"Two people are selected simultaneously and at random from a very large population, and their blood type is checked. A— person 1 has blood type O B—person 2 has blood type O (a) The two events are: _________(A)(b) The two events are: _________(B)",0071837902,A,"{'one': 'disjoint', 'two': 'not disjoint'}",not disjoint
_u4_probability,_m1_finding_probability,"Two people are selected simultaneously and at random from a very large population, and their blood type is checked. A— person 1 has blood type O B—person 2 has blood type O (a) The two events are: _________(A)(b) The two events are: _________(B)",0071837902,B,"{'one': 'independent', 'two': 'dependent'}",independent
_u4_probability,_m1_finding_probability,A seminar class consists of five male students and 5 female students. Two of the 10 students are chosen at random for a role-playing exercise. A—the first chosen is male B—the second chosen is female (a) The events are: _________(A)(b) The events are: _________(B),0108020306,A,"{'one': 'disjoint', 'two': 'not disjoint'}",not disjoint
_u4_probability,_m1_finding_probability,A seminar class consists of five male students and 5 female students. Two of the 10 students are chosen at random for a role-playing exercise. A—the first chosen is male B—the second chosen is female (a) The events are: _________(A)(b) The events are: _________(B),0108020306,B,"{'one': 'independent', 'two': 'dependent'}",dependent
_u4_probability,_m1_finding_probability,A telemarketer is calling a randomly chosen phone number. A—the person answering the phone is male B—the person answering the phone is female (a) The two events are: _________(A)(b) The two events are: _________(B),012816906,A,"{'one': 'disjoint', 'two': 'not disjoint'}",disjoint
_u4_probability,_m1_finding_probability,A telemarketer is calling a randomly chosen phone number. A—the person answering the phone is male B—the person answering the phone is female (a) The two events are: _________(A)(b) The two events are: _________(B),012816906,B,"{'one': 'independent', 'two': 'dependent'}",dependent
_u4_probability,_m1_finding_probability,Roughly 7% of American males in U.S. have some sort of color blindness. Suppose that a medical researcher selects one American male at random. Let A represent the event ’the selected male is color blind’. Let B represent the event ’the selected male is not color blind’.Determine whether A and B are disjoint or independent.A and B are _________(A),8177411556,A,"{'one': 'disjoint', 'two': 'not disjoint'}",disjoint
_u4_probability,_m1_finding_probability,A and B are _________(B),8196191788,B,"{'one': 'independent', 'two': 'not independent'}",not independent
_u4_probability,_m1_finding_probability,"Now, suppose the medical researcher selects two American males at random. Let A represent the event ""the first male is color blind."" Let B represent the event ""the second male is not colorblind.""Determine whether A and B are disjoint or independent. A and B are _________(C)",2481319904,C,"{'one': 'disjoint', 'two': 'not disjoint'}",not disjoint
_u4_probability,_m1_finding_probability,A and B are _________(D),2495028973,D,"{'one': 'independent', 'two': 'not indepedent'}",independent
_u4_probability,_m1_finding_probability,"The events B1, B2, and B3 are _________(A) since the three people _________(B) and therefore using the extended _________(C) P(B1 and B2 and B3) = _________(D)",7641479969,A,"{'one': 'independent', 'two': 'not independent'}",independent
_u4_probability,_m1_finding_probability,"The events B1, B2, and B3 are _________(A) since the three people _________(B) and therefore using the extended _________(C) P(B1 and B2 and B3) = _________(D)",7641479969,B,"{'one': 'all have blood type B,', 'two': 'are all males,', 'three': 'were chosen at random from a large population,'}","were chosen at random from a large population,"
_u4_probability,_m1_finding_probability,"The events B1, B2, and B3 are _________(A) since the three people _________(B) and therefore using the extended _________(C) P(B1 and B2 and B3) = _________(D)",7641479969,C,"{'one': 'Addition Rule', 'two': 'Multiplication Rule'}",Multiplication Rule
_u4_probability,_m1_finding_probability,"The events B1, B2, and B3 are _________(A) since the three people _________(B) and therefore using the extended _________(C) P(B1 and B2 and B3) = _________(D)",7641479969,D,"{'one': 'P(B1) * P(B2) * P(B3) = .1 * .1 * .1 = .001', 'two': 'P(B1) + P(B2) + P(B3) =.1 + .1 + .1 = .3'}",P(B1) * P(B2) * P(B3) = .1 * .1 * .1 = .001
_u4_probability,_m1_finding_probability,The events A and B are _________(A).,2022359371,A,"{'one': 'independent', 'two': 'not independent'}",not independent
_u4_probability,_m1_finding_probability,The events A and B are _________(A).,6182310581,A,"{'one': 'independent', 'two': 'not independent'}",not independent
_u4_probability,_m1_finding_probability,"In each of the following situations, choose the correct sample space (S) for the random experiment that is described. (a) A pair of dice is rolled, and the sum of the dots on the two faces that come up is recorded: _________(A)(b) A coin is tossed three times, or until the first ""head"" appears. (whichever occurs first): _________(B)",0218689442,A,"{'one': 'S = {1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}', 'two': 'S = {2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}', 'three': 'S = {2, 4, 6, 8, 10, 12}', 'four': 'S = {1, 3, 5, 7, 9, 11}'}","S = {2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12}"
_u4_probability,_m1_finding_probability,"In each of the following situations, choose the correct sample space (S) for the random experiment that is described. (a) A pair of dice is rolled, and the sum of the dots on the two faces that come up is recorded: _________(A)(b) A coin is tossed three times, or until the first ""head"" appears. (whichever occurs first): _________(B)",0218689442,B,"{'one': 'S = {H, T, HT, TH, HH, TT, THH, HTH, HHT, HTT, THT, TTH, HHH, TTT}', 'two': 'S = {THH, HTH, HHT, HTT, THT, TTH, HHH, TTT}', 'three': 'S = {H, TH, TTH}', 'four': 'S = {H, TH, TTH, TTT}'}","S = {H, TH, TTH, TTT}"
_u4_probability,_m1_finding_probability,"A couple decides to have children until they have one boy and one girl, but they will not have more than three children. Choose the correct sample space for this random experiment. _________(A)",4521100521,A,"{'one': 'S = {GGG, GGB, GBG, GBB, BBB, BBG, BGB, BGG}', 'two': 'S = {GGG, GGB, BBB, BGG}', 'three': 'S = {GB, BG, BBG, GGB}', 'four': 'S = {GB, BG, BBG, GGB, BBB, GGG}'}","S = {GB, BG, BBG, GGB, BBB, GGG}"
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),1905200481,A,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),1905200481,B,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),1905200481,C,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),1905200481,D,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),1905200481,E,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_bridge,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),1905200481,F,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_random_variables,The two conditions we've outlined mean that we'll need two probabilities. These are: the probability of having at least one child is _________(A) which is found by calculating _________(B)the probability of having more than two children is _________(C) which is found by calculating _________(D),8281879425,A,"{'res1': 'P(X > 1)', 'res2': 'P(X ≥ 1)', 'res3': 'P(X < 1)', 'res4': 'P(X ≤ 1)'}",P(X ≤ 1)
_u4_probability,_m3_random_variables,The two conditions we've outlined mean that we'll need two probabilities. These are: the probability of having at least one child is _________(A) which is found by calculating _________(B)the probability of having more than two children is _________(C) which is found by calculating _________(D),8281879425,B,"{'res1': '1 - P(X > 1)', 'res2': '1 - P(X ≥ 1)', 'res3': '1 - P(X = 0)', 'res4': '1 - P(X ≤ 1)'}",1 - P(X ≤ 1)
_u4_probability,_m3_random_variables,The two conditions we've outlined mean that we'll need two probabilities. These are: the probability of having at least one child is _________(A) which is found by calculating _________(B)the probability of having more than two children is _________(C) which is found by calculating _________(D),8281879425,C,"{'res1': 'P(X > 2)', 'res2': 'P(X ≥ 2)', 'res3': 'P(X < 2)', 'res4': 'P(X ≤ 2)'}",P(X ≤ 2)
_u4_probability,_m3_random_variables,The two conditions we've outlined mean that we'll need two probabilities. These are: the probability of having at least one child is _________(A) which is found by calculating _________(B)the probability of having more than two children is _________(C) which is found by calculating _________(D),8281879425,D,"{'res1': '1 - P(X > 2)', 'res2': '1 - P(X ≥ 2)', 'res3': '1 - P(X < 2)', 'res4': '1 - P(X ≤ 2)'}",1 - P(X ≤ 2)
_u4_probability,_m3_random_variables,Fill in the probability distribution table values consistent with the histogram above: cell 1: _________(A)cell 2: _________(B)cell 3: _________(C)cell 4: _________(D),0563120842,A,"{'one': '0', 'two': '0.1', 'three': '0.2', 'four': '0.3', 'five': '0.4', 'six': '1', 'seven': '2', 'eight': '3', 'nine': '4'}",0.4
_u4_probability,_m3_random_variables,Fill in the probability distribution table values consistent with the histogram above: cell 1: _________(A)cell 2: _________(B)cell 3: _________(C)cell 4: _________(D),0563120842,B,"{'one': '0', 'two': '0.1', 'three': '0.2', 'four': '0.3', 'five': '0.4', 'six': '1', 'seven': '2', 'eight': '3', 'nine': '4'}",2
_u4_probability,_m3_random_variables,Fill in the probability distribution table values consistent with the histogram above: cell 1: _________(A)cell 2: _________(B)cell 3: _________(C)cell 4: _________(D),0563120842,C,"{'one': '0', 'two': '0.1', 'three': '0.2', 'four': '0.3', 'five': '0.4', 'six': '1', 'seven': '2', 'eight': '3', 'nine': '4'}",3
_u4_probability,_m3_random_variables,Fill in the probability distribution table values consistent with the histogram above: cell 1: _________(A)cell 2: _________(B)cell 3: _________(C)cell 4: _________(D),0563120842,D,"{'one': '0', 'two': '0.1', 'three': '0.2', 'four': '0.3', 'five': '0.4', 'six': '1', 'seven': '2', 'eight': '3', 'nine': '4'}",0.1
_u4_probability,_m3_random_variables,"In _________(A) distribution, it is more likely to find values that are further from the mean.Therefore, it is more likely that the standard deviation for this distribution is _________(B).",2621650696,A,"{'one': ""Xavier's"", 'two': ""Yves'""}",Yves'
_u4_probability,_m3_random_variables,"In _________(A) distribution, it is more likely to find values that are further from the mean.Therefore, it is more likely that the standard deviation for this distribution is _________(B).",2621650696,B,"{'one': 'smaller', 'two': 'larger'}",larger
_u4_probability,_m3_random_variables,"(d) How likely or unlikely is a male's foot length to be smaller than 9.5 inches? Not too unlikely, since the probability of being smaller than 9.5 is _________(A), which is not a particularly low probability. (e) How likely or unlikely is a foot length longer than 15.5 inches? Extremely unlikely, since the probability of being longer than 15.5 is only _________(B). (f) There is probability of 0.5 that a male's foot is shorter than _________(C).",4606101513,A,"{'one': '0.025', 'two': '0.05', 'three': '0.16', 'four': '0.32', 'five': '0.68'}",0.16
_u4_probability,_m3_random_variables,"(d) How likely or unlikely is a male's foot length to be smaller than 9.5 inches? Not too unlikely, since the probability of being smaller than 9.5 is _________(A), which is not a particularly low probability. (e) How likely or unlikely is a foot length longer than 15.5 inches? Extremely unlikely, since the probability of being longer than 15.5 is only _________(B). (f) There is probability of 0.5 that a male's foot is shorter than _________(C).",4606101513,B,"{'one': '0.0015', 'two': '0.003', 'three': '0.015', 'four': '0.025', 'five': '0.05'}",0.0015
_u4_probability,_m3_random_variables,"(d) How likely or unlikely is a male's foot length to be smaller than 9.5 inches? Not too unlikely, since the probability of being smaller than 9.5 is _________(A), which is not a particularly low probability. (e) How likely or unlikely is a foot length longer than 15.5 inches? Extremely unlikely, since the probability of being longer than 15.5 is only _________(B). (f) There is probability of 0.5 that a male's foot is shorter than _________(C).",4606101513,C,"{'one': '9.5', 'two': '11', 'three': '12.5'}",11
