Unit,Module,Question,Question ID,Blank,Choices,Correct Answer
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,9431240559,A,"{'one': '218', 'two': '234', 'three': '250', 'four': '266', 'five': '282', 'six': '298', 'seven': '314'}",234
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,9431240559,B,"{'one': '218', 'two': '234', 'three': '250', 'four': '266', 'five': '282', 'six': '298', 'seven': '314'}",298
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,9431240559,C,"{'one': '218', 'two': '234', 'three': '250', 'four': '266', 'five': '282', 'six': '298', 'seven': '314'}",250
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,9431240559,D,"{'one': '0.0015', 'two': '0.025', 'three': '0.16', 'four': '0.68', 'five': '0.95', 'six': '0.997'}",0.0015
_u4_probability,_m3_random_variables,The probability is 0.95 that a pregnancy will last between _________(A) and _________(B) days.The shortest 16% of pregnancies last less than _________(C) days.The probability of a pregnancy lasting longer than 314 days is _________(D).There is a probability of 0.5 that a pregnancy will last longer than _________(E) days.,9431240559,E,"{'one': '218', 'two': '234', 'three': '250', 'four': '266', 'five': '282', 'six': '298', 'seven': '314'}",266
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),095995903,A,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),095995903,B,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),095995903,C,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),095995903,D,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),095995903,E,"{'one': 'Discrete', 'two': 'Continuous'}",Continuous
_u4_probability,_m3_random_variables,Choose a college student at random. Decide whether each of the following is a discrete or continuous random variable: 1. The number of courses the student takes this semester: _________(A)2. The student's height: _________(B)3. The student's (exact) body temperature: _________(C)4. The number of siblings the student has: _________(D)5. The (exact) time the student spends doing school work during a week: _________(E)6. The number of alcoholic beverages that the student drinks in a typical week: _________(F),095995903,F,"{'one': 'Discrete', 'two': 'Continuous'}",Discrete
_u4_probability,_m4_sampling_distributions,"In the simulation, the standard deviation for the population is 500 grams. The standard deviation of sample means is _________(A) 500 grams.",4493088722,A,"{'one': 'larger than', 'two': 'smaller than', 'three': 'about the same as'}",smaller than
_u4_probability,_m4_sampling_distributions,The mean of the sampling distribution of sample of means is _________(A) and the standard deviation is _________(B).,6703119278,A,"{'one': '$52,000', 'two': '$54,000'}","$54,000"
_u4_probability,_m4_sampling_distributions,The mean of the sampling distribution of sample of means is _________(A) and the standard deviation is _________(B).,6703119278,B,"{'one': '625', 'two': '5,000'}",625
_u4_probability,_m4_sampling_distributions,The z score for solving this problem is _________(C).,6732568741,C,"{'one': '0.4', 'two': '−4', 'three': '3.2', 'four': '−3.2'}",−3.2
_u4_probability,_m4_sampling_distributions,"Compared to small samples, large samples have _________(A) variability.",5101079941,A,"{'one': 'less', 'two': 'more', 'three': 'about the same'}",less
_u4_probability,x-oli-inline-assessment,"Probability is a measure of how likely an event is to occur. Choose the probability that best matches each of the following statements: (a) This event is impossible: _________(A)(b) This event will occur more often than not, but is not extremely likely: _________(B)(c) This event is extremely unlikely, but it will occur once in a while in a long sequence of trials: _________(C)(d) This event will occur for sure: _________(D)",9279279709,A,"{'one': '0', 'two': '0.01', 'three': '0.30', 'four': '0.60', 'five': '0.99', 'six': '1'}",0
_u4_probability,x-oli-inline-assessment,"Probability is a measure of how likely an event is to occur. Choose the probability that best matches each of the following statements: (a) This event is impossible: _________(A)(b) This event will occur more often than not, but is not extremely likely: _________(B)(c) This event is extremely unlikely, but it will occur once in a while in a long sequence of trials: _________(C)(d) This event will occur for sure: _________(D)",9279279709,B,"{'one': '0', 'two': '0.01', 'three': '0.30', 'four': '0.60', 'five': '0.99', 'six': '1'}",0.60
_u4_probability,x-oli-inline-assessment,"Probability is a measure of how likely an event is to occur. Choose the probability that best matches each of the following statements: (a) This event is impossible: _________(A)(b) This event will occur more often than not, but is not extremely likely: _________(B)(c) This event is extremely unlikely, but it will occur once in a while in a long sequence of trials: _________(C)(d) This event will occur for sure: _________(D)",9279279709,C,"{'one': '0', 'two': '0.01', 'three': '0.30', 'four': '0.60', 'five': '0.99', 'six': '1'}",0.01
_u4_probability,x-oli-inline-assessment,"Probability is a measure of how likely an event is to occur. Choose the probability that best matches each of the following statements: (a) This event is impossible: _________(A)(b) This event will occur more often than not, but is not extremely likely: _________(B)(c) This event is extremely unlikely, but it will occur once in a while in a long sequence of trials: _________(C)(d) This event will occur for sure: _________(D)",9279279709,D,"{'one': '0', 'two': '0.01', 'three': '0.30', 'four': '0.60', 'five': '0.99', 'six': '1'}",1
_u4_probability,x-oli-inline-assessment,"P(H) is _________(A), therefore the coin is _________(B).",2284269333,A,"{'res1': '0.5', 'res2': 'not close to 0.5'}",not close to 0.5
_u4_probability,x-oli-inline-assessment,"P(H) is _________(A), therefore the coin is _________(B).",2284269333,B,"{'res1': 'fair', 'res2': 'not fair'}",not fair
_u5_inference,_m1_inference_one_variable,What is the point estimate for the proportion of all female college students who exercise on a regular basis? (Numbers are rounded to two decimal places as needed.) _________(A),4433138371,A,"{'one': '0.32', 'two': '0.67', 'three': '0.69', 'four': '0.48'}",0.69
_u5_inference,_m1_inference_one_variable,What is the point estimate for the proportion of all college students who exercise on a regular basis? (Numbers are rounded to two decimal places as needed.) _________(A),9170880318,A,"{'one': '0.67', 'two': '0.70', 'three': '0.32', 'four': '0.69'}",0.69
_u5_inference,_m1_inference_one_variable,false,2787640095,typeIError,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD'}",dropAreaA
_u5_inference,_m1_inference_one_variable,false,2787640095,typeIIError,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD'}",dropAreaD
_u5_inference,_m1_inference_one_variable,false,2787640095,correctDecision1,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD'}",dropAreaC
_u5_inference,_m1_inference_one_variable,false,2787640095,correctDecision2,"{'dropAreaA': 'dropAreaA', 'dropAreaB': 'dropAreaB', 'dropAreaC': 'dropAreaC', 'dropAreaD': 'dropAreaD'}",dropAreaC
_u5_inference,_m1_inference_one_variable,false,9390101433,dropAreaA,"{'typeIError': 'typeIError', 'typeIIError': 'typeIIError', 'correctDecision1': 'correctDecision1', 'correctDecision2': 'correctDecision2'}",typeIError
_u5_inference,_m1_inference_one_variable,false,9390101433,dropAreaB,"{'typeIError': 'typeIError', 'typeIIError': 'typeIIError', 'correctDecision1': 'correctDecision1', 'correctDecision2': 'correctDecision2'}",correctDecision2
_u5_inference,_m1_inference_one_variable,false,9390101433,dropAreaC,"{'typeIError': 'typeIError', 'typeIIError': 'typeIIError', 'correctDecision1': 'correctDecision1', 'correctDecision2': 'correctDecision2'}",correctDecision2
_u5_inference,_m1_inference_one_variable,false,9390101433,dropAreaD,"{'typeIError': 'typeIError', 'typeIIError': 'typeIIError', 'correctDecision1': 'correctDecision1', 'correctDecision2': 'correctDecision2'}",typeIIError
_u5_inference,_m1_inference_one_variable,A researcher looks at the mean salaries of male and female electricians and decides based on the evidence that there is no difference between the two groups. The researcher could have made a _________(A) in drawing this conclusion.,7834239006,A,"{'one': 'type I error', 'two': 'type II error'}",type II error
_u5_inference,_m1_inference_one_variable,What type of error could the researchers have made? _________(A),2006101608,A,"{'one': 'Type I', 'two': 'Type II', 'three': 'Impossible to tell'}",Impossible to tell
_u5_inference,_m1_inference_one_variable,"Given this conclusion, which type of error is a possibility? _________(B)",6618230343,B,"{'one': 'Type I', 'two': 'Type II', 'three': 'Impossible to tell'}",Impossible to tell
_u5_inference,_m1_inference_one_variable,"Note that in actual scientific practice, we select only one sample, and therefore we can see only the one corresponding interval out of the potential thousands that are displayed using the applet. Give the best interpretation of a single 95% confidence interval as follows, based on what you've learned from the simulation:We are _________(A) confident that our interval is one that _________(B) cover _________(C).",6020638943,A,"{'one': '100%', 'two': '95%', 'three': '50%', 'four': '0%'}",95%
_u5_inference,_m1_inference_one_variable,"Note that in actual scientific practice, we select only one sample, and therefore we can see only the one corresponding interval out of the potential thousands that are displayed using the applet. Give the best interpretation of a single 95% confidence interval as follows, based on what you've learned from the simulation:We are _________(A) confident that our interval is one that _________(B) cover _________(C).",6020638943,B,"{'one': 'does', 'two': 'does not'}",does
_u5_inference,_m1_inference_one_variable,"Note that in actual scientific practice, we select only one sample, and therefore we can see only the one corresponding interval out of the potential thousands that are displayed using the applet. Give the best interpretation of a single 95% confidence interval as follows, based on what you've learned from the simulation:We are _________(A) confident that our interval is one that _________(B) cover _________(C).",6020638943,C,"{'one': 'the sample mean (x-bar)', 'two': 'the population mean (μ)'}",the population mean (μ)
_u5_inference,_m1_inference_one_variable,1) A poll of students at your college asks each student to give an estimate of the number of military causalities that have occurred since the United States invaded Iraq in March of 2003. _________(A),8122298717,A,"{'quantitative': 'quantitative', 'categorical': 'categorical'}",quantitative
_u5_inference,_m1_inference_one_variable,2) A poll of students at your college shows that 2 out of 3 do not support continuing military intervention in Iraq. _________(B),8167359829,B,"{'quantitative': 'quantitative', 'categorical': 'categorical'}",categorical
_u5_inference,_m1_inference_one_variable,3) A local newspaper claims that 67% of the county's residents support a bond measure. We conduct a phone survey and find that 85 out of the 150 people contacted support the measure. _________(C),8172438145,C,"{'quantitative': 'quantitative', 'categorical': 'categorical'}",categorical
_u5_inference,_m1_inference_one_variable,4) A local newspaper claims that the county's residents commute an average of 18 miles each way to work. We conduct a phone survey in which we ask the number of miles the respondent drives each way to work. _________(D),8186180592,D,"{'quantitative': 'quantitative', 'categorical': 'categorical'}",quantitative
_u5_inference,_m1_inference_one_variable,Fill in the blanks to formulate a question that fits the scenario: Is p for California _________(A) or is it _________(B) the national number?,696158886,A,"{'A': '23', 'B': '0.23', 'C': '210', 'D': '0.210'}",0.23
_u5_inference,_m1_inference_one_variable,Fill in the blanks to formulate a question that fits the scenario: Is p for California _________(A) or is it _________(B) the national number?,696158886,B,"{'A': 'larger than', 'B': 'not equal to', 'C': 'smaller than'}",smaller than
_u5_inference,_m1_inference_one_variable,"In general, the further the test statistic is from 0, the _________(A) the evidence against the null hypothesis.",1883311272,A,"{'A': 'stronger', 'B': 'weaker'}",stronger
_u5_inference,_m1_inference_one_variable,Which of the following p-values will give the strongest evidence against H 0?p-value = _________(A),3966269493,A,"{'one': '0.31', 'two': '0.14', 'three': '0.02'}",0.02
_u5_inference,_m1_inference_one_variable,"If we are testing an alternative hypothesis of H a: p ≠ p0, which of the following test statistics will give the smallest p-value?z = _________(B)",8902859688,B,"{'one': '−0.5', 'two': '1.1', 'three': '−2'}",−2
_u5_inference,_m1_inference_one_variable,"Let's return to the scenario where we are studying the population of part-time college students. We know that in 2008, 60% of this population was female. We are curious if the proportion has decreased this year. We test the hypotheses: H 0: p = 0.60 and Ha: p < 0.60, where p is the proportion of part-time college students that are female this year.Which of the following p-hat values will give the smallest p-value? p-hat = _________(C)",3777630329,C,"{'one': '14/25 = 0.56', 'two': '12/25 = 0.48', 'three': '10/25 = 0.40'}",10/25 = 0.40
_u5_inference,_m1_inference_one_variable,"From the three figures above, it is (at least visually) clear that for a given value of the test statistic z, the p-value of the two-sided test (equal vs. not equal) is _________(A) the p-value of any of the one-sided tests.",9093801975,A,"{'half': 'exactly half as large as', 'equal': 'equal to', 'twice': 'exactly twice as large as'}",exactly twice as large as
_u5_inference,_m1_inference_one_variable,A p-value of _________(A) tells us that it is _________(B) to get data like those observed assuming _________(C).,8394470215,A,No Options,0.114
_u5_inference,_m1_inference_one_variable,A p-value of _________(A) tells us that it is _________(B) to get data like those observed assuming _________(C).,8394470215,B,"{'one': 'likely', 'two': 'unlikely'}",likely
_u5_inference,_m1_inference_one_variable,A p-value of _________(A) tells us that it is _________(B) to get data like those observed assuming _________(C).,8394470215,C,"{'one': 'H 0 is true', 'two': 'H a is true'}",H 0 is true
_u5_inference,_m1_inference_one_variable,"This p-value is the probability of observing a test statistic _________(D) than _________(E), assuming _________(F).",291588068,D,"{'one': 'as small as or smaller', 'two': 'as large as or larger', 'three': 'both as small as or smaller and as large as or larger'}",as small as or smaller
_u5_inference,_m1_inference_one_variable,"This p-value is the probability of observing a test statistic _________(D) than _________(E), assuming _________(F).",291588068,E,No Options,-1.21
_u5_inference,_m1_inference_one_variable,"This p-value is the probability of observing a test statistic _________(D) than _________(E), assuming _________(F).",291588068,F,"{'one': 'H 0 is true.', 'two': 'H a is true.'}",H 0 is true.
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion that is _________(G) standard deviations or more _________(H) p0 = _________(I),assuming that the true population proportion is _________(J).",8074529171,G,No Options,1.21
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion that is _________(G) standard deviations or more _________(H) p0 = _________(I),assuming that the true population proportion is _________(J).",8074529171,H,"{'one': 'above', 'two': 'below', 'three': 'away from'}",below
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion that is _________(G) standard deviations or more _________(H) p0 = _________(I),assuming that the true population proportion is _________(J).",8074529171,I,No Options,0.45
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion that is _________(G) standard deviations or more _________(H) p0 = _________(I),assuming that the true population proportion is _________(J).",8074529171,J,No Options,0.45
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion of _________(K) or _________(L) in a random sample of size _________(M), when thetrue population proportion is _________(N).",2666759491,K,No Options,0.39
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion of _________(K) or _________(L) in a random sample of size _________(M), when thetrue population proportion is _________(N).",2666759491,L,"{'one': 'lower', 'two': 'higher', 'three': 'either lower or higher'}",lower
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion of _________(K) or _________(L) in a random sample of size _________(M), when thetrue population proportion is _________(N).",2666759491,M,No Options,100
_u5_inference,_m1_inference_one_variable,"The p-value is the probability of observing a sample proportion of _________(K) or _________(L) in a random sample of size _________(M), when thetrue population proportion is _________(N).",2666759491,N,No Options,0.45
_u5_inference,_m1_inference_one_variable,The p-value is the probability of getting results as extreme as or more extreme than the ones in this study if zinc is actually not effective. _________(A),4246788025,A,"{'one': 'valid', 'two': 'not valid'}",valid
_u5_inference,_m1_inference_one_variable,The p-value is the probability that the drug is not effective. _________(B),4317398071,B,"{'one': 'valid', 'two': 'not valid'}",not valid
_u5_inference,_m1_inference_one_variable,The p-value is the probability that the drug is effective. _________(C),4324469566,C,"{'one': 'valid', 'two': 'not valid'}",not valid
_u5_inference,_m2_inference_for_relationships,"Consider Scenario 1 (compared with Scenario 2): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",9725880623,A,"{'one': 'small', 'two': 'large'}",small
_u5_inference,_m2_inference_for_relationships,"Consider Scenario 1 (compared with Scenario 2): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",9725880623,B,"{'one': 'small', 'two': 'large'}",large
_u5_inference,_m2_inference_for_relationships,"Consider Scenario 1 (compared with Scenario 2): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",9725880623,C,"{'one': 'be rejected', 'two': 'not be rejected'}",be rejected
_u5_inference,_m2_inference_for_relationships,"Consider Scenario 1 (compared with Scenario 2): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",9725880623,D,"{'one': 'may be equal', 'two': 'are not all equal'}",are not all equal
_u5_inference,_m2_inference_for_relationships,"Now consider Scenario 2 (compared to Scenario 1): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",4474980831,A,"{'one': 'small', 'two': 'large'}",large
_u5_inference,_m2_inference_for_relationships,"Now consider Scenario 2 (compared to Scenario 1): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",4474980831,B,"{'one': 'small', 'two': 'large'}",small
_u5_inference,_m2_inference_for_relationships,"Now consider Scenario 2 (compared to Scenario 1): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",4474980831,C,"{'one': 'be rejected', 'two': 'not be rejected'}",not be rejected
_u5_inference,_m2_inference_for_relationships,"Now consider Scenario 2 (compared to Scenario 1): Within-group variation is relatively _________(A), and therefore the F statistic will be relatively _________(B), indicating that Ho will probably _________(C), and we'll conclude that the population means _________(D).",4474980831,D,"{'one': 'may be equal', 'two': 'are not all equal'}",may be equal
_u5_inference,_m2_inference_for_relationships,"The null hypothesis in this case is _________(A) which claims that pregnancy length _________(B) related to (or affected by) whether or not the woman smokes during pregnancy. The alternative hypothesis in this case is _________(C) which claims that pregnancy length _________(D) related to (or affected by) whether or not the woman smokes during pregnancy.Note that ""mu"" stands for the Greek letter μ, the population mean—mu1 stands for the mean of population 1 and mu2 stands for the mean of population 2.",7189240456,A,"{'one': 'mu1 − mu2 = 0', 'two': 'mu1 − mu2 < 0', 'three': 'mu1 − mu2 > 0', 'four': 'mu1 − mu2 not equal to 0'}",mu1 − mu2 = 0
_u5_inference,_m2_inference_for_relationships,"The null hypothesis in this case is _________(A) which claims that pregnancy length _________(B) related to (or affected by) whether or not the woman smokes during pregnancy. The alternative hypothesis in this case is _________(C) which claims that pregnancy length _________(D) related to (or affected by) whether or not the woman smokes during pregnancy.Note that ""mu"" stands for the Greek letter μ, the population mean—mu1 stands for the mean of population 1 and mu2 stands for the mean of population 2.",7189240456,B,"{'one': 'is', 'two': 'is not'}",is not
_u5_inference,_m2_inference_for_relationships,"The null hypothesis in this case is _________(A) which claims that pregnancy length _________(B) related to (or affected by) whether or not the woman smokes during pregnancy. The alternative hypothesis in this case is _________(C) which claims that pregnancy length _________(D) related to (or affected by) whether or not the woman smokes during pregnancy.Note that ""mu"" stands for the Greek letter μ, the population mean—mu1 stands for the mean of population 1 and mu2 stands for the mean of population 2.",7189240456,C,"{'one': 'mu1 − mu2 = 0', 'two': 'mu1 − mu2 < 0', 'three': 'mu1 − mu2 > 0', 'four': 'mu1 − mu2 not equal to 0'}",mu1 − mu2 < 0
_u5_inference,_m2_inference_for_relationships,"The null hypothesis in this case is _________(A) which claims that pregnancy length _________(B) related to (or affected by) whether or not the woman smokes during pregnancy. The alternative hypothesis in this case is _________(C) which claims that pregnancy length _________(D) related to (or affected by) whether or not the woman smokes during pregnancy.Note that ""mu"" stands for the Greek letter μ, the population mean—mu1 stands for the mean of population 1 and mu2 stands for the mean of population 2.",7189240456,D,"{'one': 'is', 'two': 'is not'}",is
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",9714570045,A,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",150
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",9714570045,B,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",85
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",9714570045,C,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",10.73
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",9714570045,D,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",13.33
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",9714570045,E,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",4.25
_u5_inference,_m2_inference_for_relationships,"Bearing in mind that sample 1 is the sample of females, and sample 2 is the sample of males, according to the output: n 1 = _________(A)n 2 = _________(B)y 1-bar = _________(C)y 2-bar = _________(D)s 1 = _________(E)s 2 = _________(F)",9714570045,F,"{'one': '150', 'two': '85', 'three': '10.73', 'four': '13.33', 'five': '4.25', 'six': '4.02'}",4.02
